anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
40717,Kaiju Decode,6.51,Unknown,Unknown,KAIJU DECODE,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Unknown,,11969,541,0,0,0,0,0
40722,Deemo the Movie,6.51,"Music, Drama, Fantasy",Unknown,DEEMO THE MOVIE,"Deemo is a mystic character lives in solitude, a castle, all by itself. A little girl falls from the sky, not knowing who she is, where she comes from. To help the little girl back to her world, Deemo comes to realize a tree keeps growing tall on top of the piano whenever it plays. What would Deemo do when it gets comfortable with the companionship it never had before? What if the little girl couldn't deal with the truth when her seemingly lost memories regained?! (Source: Official Site)",Movie,1,Unknown,Unknown,"Pony Canyon, Magic Capsule",Unknown,"Production I.G, Signal.MD",Game,Unknown,Unknown,,8347,2469,7,0,0,0,0
40729,Nomad: Megalo Box 2,6.51,"Action, Sci-Fi, Slice of Life, Sports, Drama",Unknown,NOMAD メガロボクス2,Second season of Megalo Box .,TV,Unknown,"Apr, 2021 to ?",Spring 2021,Unknown,Unknown,TMS Entertainment,Original,Unknown,R - 17+ (violence & profanity),,2448,43556,73,1,0,3,0
40730,Tian Guan Ci Fu,8.33,"Action, Adventure, Historical, Supernatural, Drama",Unknown,天官赐福,"The heavens shake, the thunder rumbles, and Xie Lian appears with an apologetic smile—again! Eight hundred years prior, he was a beloved martial god, known as the Crown Prince of Xianle. Now, he ascends to the heavenly realm for the third time, but simply as a pitiful scrap-collecting god with no followers behind him. On his first mission, Xie Lian finds himself alone in the dark moonlit night. There, a gentle man dressed in red guides him through the forest. However, as abruptly as he appeared, the man suddenly dissipates into a swarm of silver butterflies. Xie Lian later learns that this mysterious stranger was none other than Hua Cheng, the Crimson Rain Sought Flower, a Ghost King feared by both demons and gods alike. But before Xie Lian can figure out why Hua Cheng would help a Heavenly Official like himself, he meets San Lang. A young man possessing great knowledge on not only the Ghost King, but also the now forgotten Crown Prince, San Lang decides to accompany Xie Lian on his journey of unveiling the mysteries of the past.",ONA,11,"Oct 31, 2020 to Jan 2, 2021",Unknown,bilibili,Unknown,Haoliners Animation League,Novel,25 min. per ep.,PG-13 - Teens 13 or older,200.0,2717,35242,1402,7491,7183,770,770
40732,Shao Nian Ge Xing 2,6.51,"Action, Adventure, Mystery, Historical, Martial Arts",Great Journey of Teenagers 2,少年歌行 2,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,ONA,Unknown,Unknown,Unknown,bilibili,Unknown,CG Year,Novel,Unknown,PG-13 - Teens 13 or older,,12936,368,2,0,0,0,0
40733,Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,7.27,"Action, Supernatural",Rakshasa Street,镇魂街 北落师门篇 上,First half of the second season of Zhen Hun Jie .,ONA,5,"Dec 28, 2019 to Jan 18, 2020",Unknown,Unknown,bilibili,L²Studio,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2483.0,8767,2073,6,326,479,77,53
40734,Yao Shen Ji Zhi Hei Yu Pian,7.46,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",Unknown,妖神记之黑狱篇,Fourth season of Yao Shen Ji .,ONA,52,"Apr 8, 2020 to Sep 27, 2020",Unknown,bilibili,Unknown,Ruo Hong Culture,Novel,8 min. per ep.,PG-13 - Teens 13 or older,1703.0,7485,3445,23,811,1343,65,121
40735,Tian Bao Fuyao Lu,7.24,"Action, Historical, Fantasy",Legend of Exorcism,天宝伏妖录,"In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. (Source: V2Anime)",ONA,13,"Jul 5, 2020 to Sep 20, 2020",Unknown,bilibili,Unknown,Sparkly Key Animation Studio,Novel,20 min. per ep.,PG-13 - Teens 13 or older,2595.0,8568,2237,20,396,539,74,119
40738,Natsunagu!,5.84,"Drama, Slice of Life",Unknown,なつなぐ!,"fter earthquakes suddenly took place in the Kumamoto Prefecture, Natsuna Keyaki lost contact with her dearest online friend, Itsuki. With nothing but a drawn picture of the landscape, Natsuna embarks on a journey from Tokyo to Kumamoto to find her. When Natsuna gets lost in a rural area of the disaster-stricken prefecture, she encounters a policeman and an energetic middle school girl named Izumi Chiba. Izumi, along with her hospitable family members, offers Natsuna shelter and information to assist her in her quest. With these kind locals helping her on every step of the way, Natsuna moves closer to discover what happened to Itsuki.",TV,12,"Jan 7, 2020 to Mar 24, 2020",Winter 2020,Unknown,Unknown,IMAGICA Lab.,Original,4 min. per ep.,PG-13 - Teens 13 or older,8713.0,3684,19716,17,1582,6561,525,1905
40746,Overflow,6.76,"Ecchi, Romance",Unknown,おーばーふろぉ,"Kazushi Sudou is a university student who is visited by his two childhood friends, the sisters Ayane and Kotone Shirakawa. When Ayane discovers that Kazushi not only forgot to buy her pudding but is also using her special lotion in the bath, she decides to take revenge and join Kazushi in his bath along with Kotone. Will the perverted Kazushi be able to remain indifferent to them both?",TV,8,"Jan 6, 2020 to Feb 24, 2020",Winter 2020,"Studio Mausu, Suiseisha",Unknown,Studio Hokiboshi,Manga,7 min. per ep.,R+ - Mild Nudity,4640.0,2034,59322,481,5093,32931,1039,2466
40747,Dounika Naru Hibi,5.5,"Slice of Life, Drama, Romance, Shoujo Ai, Shounen Ai",Happy-Go-Lucky Days,どうにかなる日々,"ove is love. Someday, the pain of being in love will be an endearing memory. No matter who the feelings are towards, no matter what form it takes, all love and lifestyles have the same value. An omnibus anime tells the stories of “The wedding of an ex”, “a student and a teacher at an all-boys’ school” and “childhood friends whose bodies and hearts change with adolescence.” (Source: Kotonoha)",Movie,1,"Oct 23, 2020",Unknown,Unknown,Unknown,LIDENFILMS,Manga,54 min.,PG-13 - Teens 13 or older,9689.0,4859,10220,15,288,2514,100,104
40748,Jujutsu Kaisen (TV),8.54,"Action, Demons, Supernatural, School, Shounen",Unknown,呪術廻戦,"Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the ""King of Curses."" Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Metropolitan Jujutsu Technical High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer.",TV,24,"Oct 3, 2020 to ?",Fall 2020,"TOHO animation, Shueisha, dugout",Unknown,MAPPA,Manga,23 min. per ep.,R - 17+ (violence & profanity),88.0,130,707976,20816,533016,299,13891,5177
40749,"Maou-sama, ""Petit"" Retry!",5.76,Comedy,Unknown,魔王様、“プチ”リトライ！,"Special short of Maou-sama, Retry! published on the official Twitter.",ONA,23,"Jun 17, 2019 to Sep 28, 2019",Unknown,On-Lead,Unknown,AQUA ARIS,Light novel,41 sec. per ep.,Unknown,8976.0,7802,3034,5,350,765,95,86
40750,Kaifuku Jutsushi no Yarinaoshi,6.22,"Ecchi, Fantasy",Redo of Healer,回復術士のやり直し,"hen Keyaru acquired his powers as a Hero who specialized in healing all injuries regardless of severity, it seemed that he would walk the path to a great future. But what awaited him instead was great agony; he was subjected to years of seemingly endless hellish torture and abuse. Keyaru's healing skills allowed him to secretly collect the memories and abilities of those he treated, gradually making him stronger than anyone else. But by the time he reached his full potential, it was far too late—he had already lost everything. Determined to put his life back on track, Keyaru decided to unleash a powerful healing spell that rewound the entire world back to the time before he began to suffer his horrible fate. Equipped with the anguish of his past, he vows to redo everything in order to fulfill a new purpose—to exact revenge upon those who have wronged him.",TV,12,"Jan 13, 2021 to Apr 1, 2021",Winter 2021,"Lantis, AT-X, Glovision, Docomo Anime Store, Kadokawa Media House, Kadokawa, Bandai Namco Arts",Sentai Filmworks,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,7256.0,665,222096,2815,145187,77,2838,11839
40752,Bishounen Tanteidan,6.51,"Mystery, School",Unknown,美少年探偵団,"ayumi Dojima, a second-year student at the exclusive Yubiwa Academy middle school, has lost something—a star she glimpsed just once, ten long years ago. But help is on the way, in the form of the unofficial, secretive, and thoroughly mysterious Pretty Boy Detective Club! Rumored to solve problems within the school (most of which they themselves might as well created) for reasons aesthetic rather than financial, these five gorgeous boys sweep Mayumi into their world of excitement, danger, and overwhelming beauty. (Source: Vertical, edited)",TV,Unknown,"Apr 11, 2021 to ?",Spring 2021,"Aniplex, Kodansha",Unknown,Shaft,Novel,Unknown,Unknown,,6538,4954,10,0,0,0,0
40753,Cinderella Girls Gekijou: Climax Season Specials,6.51,"Comedy, Slice of Life",Unknown,シンデレラガールズ劇場 CLIMAX SEASON,Unaired episodes of Cinderella Girls Gekijou: Climax Season included in the DVD and Blu-ray release.,Special,3,"Jun 26, 2019 to Aug 23, 2019",Unknown,Unknown,Unknown,Unknown,4-koma manga,1 min. per ep.,PG-13 - Teens 13 or older,13671.0,12148,492,0,24,129,17,18
40755,Machikado Mazoku Mini,5.85,Comedy,The Demon Girl Next Door Minis,まちカドまぞく みに,Short specials uploaded to the official Twitter of the anime Machikado Mazoku and later bundled with the BD/DVD.,ONA,36,"Jun 24, 2019 to Sep 30, 2019",Unknown,Magic Capsule,Sentai Filmworks,AQUA ARIS,4-koma manga,25 sec. per ep.,Unknown,8707.0,8374,2444,1,205,450,68,46
40758,Hulaing Babies Petit,6.51,"Slice of Life, Comedy",Unknown,フライングベイビーズ☆プチ,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,TV,12,"Jan 8, 2020 to Mar 25, 2020",Winter 2020,Unknown,Unknown,Gaina,Original,1 min. per ep.,PG-13 - Teens 13 or older,14515.0,11285,702,0,50,96,19,85
40761,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.59,"Action, Supernatural, Magic, Fantasy",Unknown,Fate/Grand Order -絶対魔獣戦線バビロニア- 総集編,cap episodes for Fate/Grand Order: Zettai Majuu Sensen Babylonia .,Special,3,"Dec 21, 2019 to Feb 1, 2020",Unknown,"Aniplex, Delightworks",Unknown,CloverWorks,Game,23 min. per ep.,PG-13 - Teens 13 or older,5439.0,6249,5429,12,385,2060,117,165
40762,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,6.06,"Action, Police, Vampire, Fantasy",Unknown,警視庁 特務部 特殊凶悪犯対策室 第七課 -トクナナ- OVA File.0.5「一年前、二条クジャクの憂い」,"The OVA will be focus on when Kujaku Nijou first entering group, which occurs one year before the main anime begins.",OVA,1,"Jan 24, 2020",Unknown,Unknown,Unknown,Unknown,Original,23 min.,Unknown,7989.0,7619,3277,2,111,1634,36,64
40763,Show By Rock!! Mashumairesh!!,6.91,"Music, Comedy",SHOW BY ROCK!! Mashumairesh!!,SHOW BY ROCK!!ましゅまいれっしゅ!!,New Show by Rock!! TV Series featuring the new band Mashumairesh!!.,TV,12,"Jan 9, 2020 to Mar 26, 2020",Winter 2020,"Dentsu, Sotsu, Pony Canyon, Sanrio, KlockWorx, Polygon Pictures, 81 Produce, Tokyo MX, Hokkaido Cultural Broadcasting, Sammy, FuRyu, Sony Music Solutions",Funimation,Kinema Citrus,Game,23 min. per ep.,PG-13 - Teens 13 or older,3973.0,4971,9700,38,872,3235,297,705
40769,Rifle Is Beautiful Recap,5.55,"Comedy, School, Slice of Life",Unknown,ライフル・イズ・ビューティフル『全国大会 ・イズ・目前』,cap of the first seven episodes of Rifle Is Beautiful .,Special,1,"Dec 1, 2019",Unknown,"Hakuhodo DY Music & Pictures, Bandai Namco Arts",Sentai Filmworks,Studio 3Hz,4-koma manga,23 min.,PG-13 - Teens 13 or older,9555.0,9261,1712,0,78,1019,15,63
40776,Haikyuu!!: To the Top 2nd Season,8.57,"Comedy, Sports, Drama, School, Shounen",Unknown,ハイキュー!! TO THE TOP,"Once called a fallen powerhouse and known as ""Flightless Crows,"" Karasuno High School has finally taken flight at nationals. With a comprehensive performance against Tsubakihara Academy in their first match, the team is now facing its toughest opponent yet: the runners-up of the last Spring Tournament, Inarizaki High School. Furthermore, dealing with the formidable twin Miya brothers only makes things more difficult for Karasuno. As soon as the match begins, Karasuno is overwhelmed by all the noise and jeers from the supporters of Inarizaki High but rekindles its strength thanks to its own loyal fans. Karasuno also gains some momentum by utilizing an attack centered on Shouyou Hinata, but the eccentric play of Atsumu and Osamu Miya delivers an unexpected blow that leaves their opponent astounded. Things are bound to get intense as the match progresses between these two teams. Will Karasuno be able to defeat Inarizaki High and overcome the hurdles that threaten its pursuit to the top?",TV,12,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Unknown,Production I.G,Manga,23 min. per ep.,PG-13 - Teens 13 or older,79.0,375,355906,4333,66566,194898,5135,1942
40778,Planetarian: Snow Globe,6.51,"Sci-Fi, Drama",Unknown,planetarian ~雪圏球[スノーグローブ]~,"The new OVA will feature the prequel short story ""Snow Globe,"" which debuted as part of a light novel volume that bundled with a limited-edition version of the original PC game.",OVA,1,"Jan 20, 2021",Unknown,Visual Art's,Unknown,Okuruto Noboru,Visual novel,Unknown,PG-13 - Teens 13 or older,11571.0,5830,6525,14,12,23,11,7
40779,Tenchi Muyou! Ryououki: Heianmuyo! Picture Drama,6.51,"Comedy, Historical",Unknown,天地無用! 魎皇鬼 謹製びでお絵本 平安無用!,"standalone Tenchi Muyou Ryououki picture drama released as a part of PAC on VHS and seemingly around the same time on laser disc. The premise of Tenchi Muyou! Ryououki: Heian Muyo! has Aeka, Yosho (in his Katsuhito form), Tenchi, Mihoshi, Ryou-Ouki, and Ryouko in the Heian era (794 AD to 1185) of Japan. Tenchi and Mihoshi are samurai partners on their way to slay a demon, while Aeka longs for Tenchi's return. (Source: anime.astronerdboy.com, edited)",OVA,1,1993,Unknown,Pioneer LDC,Unknown,AIC,Original,10 min.,G - All Ages,12430.0,11594,625,0,39,140,15,15
40780,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,5.58,"Action, Fantasy, Police, Vampire",Unknown,警視庁 特務部 特殊凶悪犯対策室 第七課 -トクナナ-  File.EXTRA 七月清司の駆け抜ける活動報告書,cap of first eight episodes of Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana .,Special,1,"Dec 1, 2019",Unknown,Unknown,Unknown,Anima&Co.,Original,23 min.,Unknown,9468.0,9142,1762,1,82,1033,20,66
40783,"Shachou, Battle no Jikan Desu!",5.87,"Action, Adventure, Fantasy","Shachibato! President, It's Time for Battle!","社長, バトルの時間です!","ong ago, a goddess descended from Heaven and blessed the desolate land of Gatepia. As a result, gigantic gates appeared, leading to dungeons abundant in ""kirakuri,"" crystals containing the energy needed for the foundation of the world. This led to the formation of various companies of adventurers who would harvest kirakuri from the dungeons. Following his father's disappearance inside one of the biggest gates in Gatepia, Minato is urged by his childhood friend Yutoria to become the president of his father's treasure-hunting company—the Kibou Company. He reluctantly agrees and meets with the other employees: the priest Makoto, the soldier Akari, and the accountant Guide. Thus, Makoto begins his tenure as president. As he and his comrades strive to fulfill various missions and other assorted tasks in order to keep their small company alive, they will uncover the mystery behind their former leader's sudden departure.",TV,12,"Apr 5, 2020 to Jun 28, 2020",Spring 2020,"Half H.P Studio, Nippon Columbia",Funimation,C2C,Game,23 min. per ep.,PG-13 - Teens 13 or older,8609.0,3222,25893,26,3235,9931,747,4355
40784,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,8.23,"Action, Mystery, Comedy, Super Power, Drama, Martial Arts",Scissor Seven,伍六七之最强发型师,"Seeking to recover his memories, a scissor-wielding hairdresser, bungling quasi-assassin stumbles into a struggle for power among two feuding factions. (Source: IMDb)",ONA,10,"Oct 23, 2019 to Jan 1, 2020",Unknown,Unknown,Unknown,Unknown,Original,15 min. per ep.,R - 17+ (violence & profanity),285.0,4581,11978,160,567,8762,154,157
40786,Skate-Leading☆Stars,6.4,"Comedy, Sports, Drama, School",Skate-Leading Stars,スケートリーディング☆スターズ,"The anime will tell the story of high school students as they compete in groups in a unique form of figure skating called ""Skate-Leading."" (Source: MAL News)",TV,12,"Jan 10, 2021 to Mar 14, 2021",Winter 2021,Unknown,Funimation,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,6425.0,3561,21185,92,9785,7,548,1417
40787,Josee to Tora to Sakana-tachi,7.44,"Slice of Life, Drama, Romance","Josee, the Tiger and the Fish",ジョゼと虎と魚たち,"outh romantic drama with themes of growing up, the story focuses on college student Tsuneo and dreamer Josee, who lives her life stuck in a wheelchair. Josee—named after the heroine in Françoise Sagan's Wonderful Clouds—spends most of her days reading and painting until by chance she encounters Tsuneo, and decides it's time to face the real world. (Source: MAL News)",Movie,1,"Dec 25, 2020",Unknown,"Shochiku, Kadokawa, Sonilude",Unknown,Bones,Novel,1 hr. 38 min.,Unknown,1769.0,2156,53677,216,1755,316,574,54
40799,"Attakai tte, Gohoubi da.",5.84,Slice of Life,Unknown,あったかいって、ごほうびだ。,levised Japanese McDonald's commercial for their upgraded Gracoro Burgers. Gracoro is short for [potato] gratin and croquette/korokke. The patty is a gratin croquette filled with macaroni and seafood. This year the Gracoro Burgers are now thicker (with more filling) and a beef demi-glace cheese topped version is also available for this winter only.,Special,1,"Dec 4, 2019",Unknown,Unknown,Unknown,Unknown,Original,31 sec.,G - All Ages,8694.0,13216,329,0,12,242,4,17
40801,Aisei Tenshi Love Mary: Akusei Jutai - The Animation,5.67,Hentai,Unknown,愛聖天使ラブメアリー ~悪性受胎~ THE ANIMATION,,OVA,2,"Feb 28, 2020 to Jun 26, 2020",Unknown,Pink Pineapple,Unknown,Unknown,Manga,30 min. per ep.,Rx - Hentai,,8341,2472,7,430,1121,159,130
40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.75,"Action, Sci-Fi, Music",Unknown,ヒプノシスマイク -Division Rap Battle- Rhyme Anima,"In a world overtaken by war and conflict, ""Hypnosis Microphones""—devices through which a user channels lyrics that can affect the listener's brain and even cause physical damage—were introduced to the masses by the Party of Words. Revolutionizing warfare, Hypnosis Mics have transformed words and music into the sole weapons used by gangsters, terrorists, and the military, with physical weapons having been banned from use. As a result of swooping in during the chaos, the all-female Party of Words rules over the Japanese government. Women in Japan now live in Chuuouku, while men battle over surrounding territories outside the ward through rap battles. With intentions unknown, the Party of Words begins to gather the former members of the now-disbanded legendary rap crew The Dirty Dawg to fight not for territory or war, but for their respective crew's pride and honor in the greatest rap battle of all time. The first Division Rap Battle is about to commence, and practice isn't something these rappers are going to need.",TV,13,"Oct 3, 2020 to Dec 26, 2020",Fall 2020,"Aniplex, Half H.P Studio, Evil Line Records",Aniplex of America,A-1 Pictures,Other,24 min. per ep.,R - 17+ (violence & profanity),4690.0,2803,33519,420,6410,8378,1252,3537
40806,Huyao Xiao Hongniang: Wei Sheng,6.87,"Comedy, Historical, Supernatural, Drama, Romance",Fox Spirit Matchmaker 8th Season,狐妖小红娘 尾生篇,The 8th season of Huyao Xiao Hongniang .,ONA,10,"Nov 22, 2019 to Jan 17, 2020",Unknown,"Tencent Animation & Comics, Tencent Penguin Pictures",Unknown,"Haoliners Animation League, Garden Culture",Manga,Unknown,PG-13 - Teens 13 or older,4165.0,9187,1761,5,171,550,41,50
40807,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,6.54,"Comedy, Romance, School",Unknown,俺を好きなのはお前だけかよ 特別編 ~俺は丁寧に進める~,cap of the first nine episodes of Ore wo Suki nano wa Omae dake ka yo .,Special,1,"Dec 5, 2019",Unknown,Unknown,Unknown,Connect,Light novel,23 min.,PG-13 - Teens 13 or older,5690.0,3672,19969,49,669,14750,177,257
40808,Jewelpet: Attack Travel!,6.51,Adventure,Unknown,ジュエルペット あたっくとらべる！,"uby, Garnet, and the other familiar, jewel-eyed Jewelpet characters are suddenly going on a school trip with the teacher Iruka to China's Sichuan Province. However, there is something odd about the tour conductor, driver, and guide on their sightseeing bus as it heads towards its true destination. (Source: ANN)",Movie,1,Unknown,Unknown,Unknown,Unknown,Ashi Production,Original,Unknown,PG - Children,,14332,239,0,0,0,0,0
40814,Seitokai Yakuindomo Movie 2,6.51,"Comedy, School, Shounen, Slice of Life",Unknown,劇場版 生徒会役員共 2,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,Movie,1,"Jan 1, 2021",Unknown,"Glovision, King Records",Unknown,GoHands,4-koma manga,Unknown,R - 17+ (violence & profanity),11869.0,4081,15699,26,410,201,195,29
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.16,"Slice of Life, Fantasy",Ascendance of a Bookworm Part 2,本好きの下剋上 ～司書になるためには手段を選んでいられません～ 第2期,"hen Myne learns that the Holy Church is in need of mana for their relics, she sees it as her chance to be cured of her life-threatening mana disorder. After seeing their bountiful library, she throws herself headfirst into the Church's grasp and begs to join their order. In exchange for her service and her unusually bountiful supply of mana, Myne is given the blue robes of a noble-born apprentice priestess, despite being a commoner. To Myne, all this talk of mana and nobility is trivial, as she now has access to an unlimited supply of books! As Myne transitions into the next phase of her life in this new world, she soon learns that achieving her dream has come at a heavy cost. Noble society is severe, unforgiving, and fueled by politics and neglect. She must now deal with the class conflict between the noble-born blue robes and the common-born grey robes, the High Priest's attempts to oust her, and constant behavioral issues from her new retainers. With the help of her family, friends, and the enigmatic Head Priest whose loyalties and motives remain unknown, Myne seeks to overcome these obstacles and continue on the path to becoming her ideal self—the ultimate librarian!",TV,12,"Apr 5, 2020 to Jun 21, 2020",Spring 2020,"WOWOW, Genco, MediaNet, KlockWorx, flying DOG, BS Fuji, Yomiuri TV Enterprise, ABC Animation, Happinet, Tokyo Animator Gakuin, TO Books, JTB Next Creation",Crunchyroll,Ajia-Do,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,350.0,1402,100076,483,10252,68386,1550,1130
40819,Kyonyuu Princess Saimin,6.8,Hentai,Unknown,巨乳プリンセス催眠,,OVA,2,"Apr 3, 2020 to May 29, 2020",Unknown,Unknown,Unknown,Unknown,Visual novel,16 min. per ep.,Rx - Hentai,,7159,3930,24,444,2332,173,141
40823,Ni Zhuan Ci Yuan: AI Jue Qi,6.46,"Action, Game, Sci-Fi, Adventure, Martial Arts, Fantasy",Unknown,逆转次元：AI崛起,"Shi Jiajie and Xiao Lei, who used the game as a livelihood, accidentally received the entry of the ""Epoch"" game. In order to win a huge prize in the game, Shi Jiajie decided to enter the game. As everyone knows, but it is involved in the inexplicable pursuit, but this is only the prelude to this layer of conspiracy… (Source: Donghua Info)",ONA,12,"Nov 5, 2019 to Jan 14, 2020",Unknown,Unknown,Unknown,Unknown,Manga,16 min. per ep.,PG-13 - Teens 13 or older,6077.0,12683,400,1,50,176,10,30
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,6.96,"Slice of Life, Comedy","With a Dog AND a Cat, Every Day is Fun",犬と猫どっちも飼ってると毎日たのしい,atsumoto-san owns an innocent dog and an adorably devious cat. Laughing and crying ensue as they all live daily life together. (Source: MAL News),TV,24,"Oct 3, 2020 to ?",Fall 2020,"Half H.P Studio, studioGONG",Unknown,Team TillDawn,Manga,1 min. per ep.,G - All Ages,3778.0,5238,8546,28,5546,4,280,587
40834,Ousama Ranking,6.51,"Action, Adventure, Comedy, Historical, Fantasy, Seinen",Unknown,王様ランキング,"The web manga centers around Bojji, a deaf, powerless prince who cannot even wield a children's sword. As the firstborn son, he strives hard and dreams of becoming the world's greatest king. However, people mutter about him behind his back as ""a good-for-nothing prince"" and ""no way he can be king."" Bojji is able to make his first ever friend, ""Kage"" (shadow)—a literal shadow on the ground who somehow understands Bojji well. (Kage is a survivor of the Kage assassin clan that was all but wiped out. No longer a killer, Kage now makes ends meet by stealing.) The story follows Bojji's coming-of-age as he meets various people in his life, starting with his fateful encounter with Kage. (Source: MAL News)",TV,Unknown,"Oct, 2021 to ?",Unknown,"Aniplex, Fuji TV",Unknown,Wit Studio,Manga,Unknown,Unknown,,9645,1503,0,1,0,0,0
40835,Aishen Qiaokeli-ing: Wanjie Jinian,6.55,"Harem, Comedy, Romance, School",Unknown,爱神巧克力 完结纪念,cap episode of the first season of Aishen Qiaokeli-ing posted on the official Tenecent biibili channel.,ONA,1,"Mar 23, 2016",Unknown,Tencent Animation & Comics,Unknown,B.CMAY PICTURES,Web manga,8 min.,PG-13 - Teens 13 or older,5605.0,8468,2338,1,196,960,58,60
40836,Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai,5.99,"Comedy, School",Unknown,コードギアス 反逆のルルーシュ 仮面告白大会 第1週来場者特典 ピクチャードラマ,picture drama bonus included in a special DVD given to all who purchased a ticket for the film Code Geass: Hangyaku no Lelouch I - Koudou over the course of the first six weeks of airing.,Special,1,"Oct 21, 2017",Unknown,Unknown,Unknown,Unknown,Original,10 min.,PG-13 - Teens 13 or older,8270.0,12569,439,0,13,209,23,26
40839,"Kanojo, Okarishimasu",7.37,"Comedy, Romance, School, Shounen",Rent-a-Girlfriend,彼女、お借りします,"Kazuya Kinoshita is a 20-year-old college student who has a wonderful girlfriend: the bright and sunny Mami Nanami. But suddenly, he doesn't. Without warning, Mami breaks up with him, leaving him utterly heartbroken and lonely. Seeking to soothe the pain, he hires a rental girlfriend through an online app. His partner is Chizuru Mizuhara, who through her unparalleled beauty and cute demeanor, manages to gain Kazuya's affection. But after reading similar experiences other customers had had with Chizuru, Kazuya believes her warm smile and caring personality were all just an act to toy with his heart, and he rates her poorly. Aggravated, Chizuru lambastes him for his shameless hypocrisy, revealing her true pert and hot-tempered self. This one-sided exchange is cut short, however, when Kazuya finds out that his grandmother has collapsed. They dash toward the hospital and find Kazuya's grandmother already in good condition. Baffled by Chizuru's presence, she asks who this girl might be. On impulse, Kazuya promptly declares that they are lovers, forcing Chizuru to play the part. But with Kazuya still hung up on his previous relationship with Mami, how long can this difficult client and reluctant rental girlfriend keep up their act?",TV,12,"Jul 11, 2020 to Sep 26, 2020",Summer 2020,"Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music",Unknown,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2025.0,291,442452,5622,54040,289037,8145,15709
